Timestep,Consumption,Power
7363,4.287303003,17.14921201
7364,4.287895554,17.15158221
7365,4.285979749,17.143919
7366,4.283945435,17.13578174
7367,4.281402542,17.12561017
7368,4.685948048,18.74379219
7369,4.686922633,18.74769053
7370,4.688405797,18.75362319
7371,4.690259752,18.76103901
7372,4.691742916,18.76697167
7373,4.684548706,18.73819482
7374,4.676983704,18.70793482
7375,4.667527452,18.67010981
7376,4.65996245,18.6398498
7377,4.658522286,18.63408915
7378,4.658973373,18.63589349
7379,4.659537232,18.63814893
7380,4.659988319,18.63995327
7381,1.661591237,6.646364947
7382,1.663081383,6.652325532
7383,1.664944066,6.659776265
7384,1.666434213,6.66573685
7385,1.682620545,6.730482179
7386,1.69843434,6.793737361
7387,1.718201585,6.872806338
7388,1.73401538,6.93606152
7389,1.764348783,7.057395134
7390,1.790728738,7.162914952
7391,1.823703681,7.294814724
7392,1.851402633,7.405610533
7393,1.849830433,7.39932173
7394,1.838316681,7.353266726
7395,1.832559806,7.330239224
7396,1.821046055,7.284184219
7397,1.815289179,7.261156717
7398,1.800523872,7.202095489
7399,1.785758566,7.143034262
7400,1.778375912,7.113503649
7401,1.770993259,7.083973035
7402,1.763422405,7.053689621
7403,1.755851552,7.023406206
7404,1.752066125,7.008264499
7405,1.748280698,6.993122792
7406,1.756662354,7.026649415
7407,1.760853182,7.043412727
7408,1.769234837,7.07693935
7409,1.773425665,7.093702661
7410,1.837665027,7.350660109
7411,1.869761729,7.479046915
7412,1.933955132,7.735820526
7413,1.966051833,7.864207332
7414,2.093982681,8.375930723
7415,2.157948104,8.631792418
7416,2.285878952,9.143515808
7417,4.943264557,19.77305823
7418,5.057718629,20.23087452
7419,5.114945666,20.45978266
7420,5.229399739,20.91759895
7421,5.286626775,21.1465071
7422,5.371361948,21.48544779
7423,5.456097122,21.82438849
7424,5.498464709,21.99385883
7425,5.574797924,22.2991917
7426,5.569957358,22.27982943
7427,5.560276225,22.2411049
7428,5.555435659,22.22174263
7429,5.523745376,22.0949815
7430,5.466415519,21.86566208
7431,5.43775059,21.75100236
7432,5.380420733,21.52168293
7433,5.366303182,21.46521273
7434,5.338068079,21.35227232
7435,5.323950528,21.29580211
7436,5.295715425,21.1828617
7437,5.273903767,21.09561507
7438,5.230280451,20.92112181
7439,5.208468793,20.83387517
7440,5.173024849,20.6920994
7441,4.841873764,19.36749506
7442,4.783728096,19.13491238
7443,4.667436759,18.66974703
7444,4.631095716,18.52438286
7445,4.573131394,18.29252558
7446,4.515167072,18.06066829
7447,4.486184911,17.94473964
7448,4.45720275,17.828811
7449,4.456565524,17.8262621
7450,4.455928297,17.82371319
7451,4.455609684,17.82243874
7452,4.455291071,17.82116428
7453,4.485494491,17.94197796
7454,4.500596201,18.0023848
7455,4.530799622,18.12319849
7456,4.545901332,18.18360533
7457,4.582740726,18.33096291
7458,4.601160424,18.40464169
7459,4.637999818,18.55199927
7460,4.656419515,18.62567806
7461,4.66847044,18.67388176
7462,4.674495903,18.69798361
7463,4.686546827,18.74618731
7464,5.099152109,20.39660844
7465,5.050010454,20.20004181
7466,5.025462605,20.10185042
7467,4.976366909,19.90546764
7468,4.951819061,19.80727624
7469,4.887310744,19.54924298
7470,4.855056586,19.42022634
7471,4.790548269,19.16219308
7472,4.758294111,19.03317644
7473,4.767645684,19.07058273
7474,4.77232147,19.08928588
7475,4.781673043,19.12669217
7476,4.786348829,19.14539532
7477,1.795700402,7.182801609
7478,1.800376189,7.201504755
7479,1.809727762,7.238911046
7480,1.814403548,7.257614192
7481,1.823755121,7.295020483
7482,1.828430907,7.313723629
7483,1.83778248,7.35112992
7484,1.842458267,7.369833066
7485,1.849471946,7.397887785
7486,1.849591442,7.398365767
7487,1.849710937,7.398843749
7488,1.849770685,7.39908274
7489,1.849830433,7.39932173
7490,1.838316681,7.353266726
7491,1.832559806,7.330239224
7492,1.821046055,7.284184219
7493,1.815289179,7.261156717
7494,1.800523872,7.202095489
7495,1.785758566,7.143034262
7496,1.778375912,7.113503649
7497,1.770993259,7.083973035
7498,1.763422405,7.053689621
7499,1.755851552,7.023406206
7500,1.752066125,7.008264499
7501,1.748280698,6.993122792
7502,1.756662354,7.026649415
7503,1.760853182,7.043412727
7504,1.769234837,7.07693935
7505,1.773425665,7.093702661
7506,1.837665027,7.350660109
7507,1.869761729,7.479046915
7508,1.933955132,7.735820526
7509,1.966051833,7.864207332
7510,2.093982681,8.375930723
7511,2.157948104,8.631792418
7512,2.285878952,9.143515808
7513,4.943264557,19.77305823
7514,5.057718629,20.23087452
7515,5.114945666,20.45978266
7516,5.229399739,20.91759895
7517,5.286626775,21.1465071
7518,5.371361948,21.48544779
7519,5.456097122,21.82438849
7520,5.498464709,21.99385883
7521,5.574797924,22.2991917
7522,5.569957358,22.27982943
7523,5.560276225,22.2411049
7524,5.555435659,22.22174263
7525,5.523745376,22.0949815
7526,5.466415519,21.86566208
7527,5.43775059,21.75100236
7528,5.380420733,21.52168293
7529,5.366303182,21.46521273
7530,5.338068079,21.35227232
7531,5.323950528,21.29580211
7532,5.295715425,21.1828617
7533,5.273903767,21.09561507
7534,5.230280451,20.92112181
7535,5.208468793,20.83387517
7536,5.173024849,20.6920994
7537,4.841873764,19.36749506
7538,4.783728096,19.13491238
7539,4.667436759,18.66974703
7540,4.631095716,18.52438286
7541,4.573131394,18.29252558
7542,4.515167072,18.06066829
7543,4.486184911,17.94473964
7544,4.45720275,17.828811
7545,4.456565524,17.8262621
7546,4.455928297,17.82371319
7547,4.455609684,17.82243874
7548,4.455291071,17.82116428
7549,4.485494491,17.94197796
7550,4.500596201,18.0023848
7551,4.530799622,18.12319849
7552,4.545901332,18.18360533
7553,4.582740726,18.33096291
7554,4.601160424,18.40464169
7555,4.637999818,18.55199927
7556,4.656419515,18.62567806
7557,4.66847044,18.67388176
7558,4.674495903,18.69798361
7559,4.686546827,18.74618731
7560,5.099152109,20.39660844
7561,5.050010454,20.20004181
7562,5.025462605,20.10185042
7563,4.976366909,19.90546764
7564,4.951819061,19.80727624
7565,4.887310744,19.54924298
7566,4.855056586,19.42022634
7567,4.790548269,19.16219308
7568,4.758294111,19.03317644
7569,4.767645684,19.07058273
7570,4.77232147,19.08928588
7571,4.781673043,19.12669217
7572,4.786348829,19.14539532
7573,1.795700402,7.182801609
7574,1.800376189,7.201504755
7575,1.809727762,7.238911046
7576,1.814403548,7.257614192
7577,1.823755121,7.295020483
7578,1.828430907,7.313723629
7579,1.83778248,7.35112992
7580,1.842458267,7.369833066
7581,1.849471946,7.397887785
7582,1.849591442,7.398365767
7583,1.849710937,7.398843749
7584,1.849770685,7.39908274
7585,1.849830433,7.39932173
7586,1.838316681,7.353266726
7587,1.832559806,7.330239224
7588,1.821046055,7.284184219
7589,1.815289179,7.261156717
7590,1.800523872,7.202095489
7591,1.785758566,7.143034262
7592,1.778375912,7.113503649
7593,1.770993259,7.083973035
7594,1.763422405,7.053689621
7595,1.755851552,7.023406206
7596,1.752066125,7.008264499
7597,1.748280698,6.993122792
7598,1.756662354,7.026649415
7599,1.760853182,7.043412727
7600,1.769234837,7.07693935
7601,1.773425665,7.093702661
7602,1.837665027,7.350660109
7603,1.869761729,7.479046915
7604,1.933955132,7.735820526
7605,1.966051833,7.864207332
7606,2.093982681,8.375930723
7607,2.157948104,8.631792418
7608,1.879299133,7.517196531
7609,4.943264557,19.77305823
7610,5.057718629,20.23087452
7611,5.114945666,20.45978266
7612,5.229399739,20.91759895
7613,5.286626775,21.1465071
7614,5.371361948,21.48544779
7615,5.456097122,21.82438849
7616,5.498464709,21.99385883
7617,5.574797924,22.2991917
7618,5.569957358,22.27982943
7619,5.560276225,22.2411049
7620,5.555435659,22.22174263
7621,5.523745376,22.0949815
7622,5.466415519,21.86566208
7623,5.43775059,21.75100236
7624,5.380420733,21.52168293
7625,5.366303182,21.46521273
7626,5.338068079,21.35227232
7627,5.323950528,21.29580211
7628,5.295715425,21.1828617
7629,5.273903767,21.09561507
7630,5.230280451,20.92112181
7631,5.208468793,20.83387517
7632,5.173024849,20.6920994
7633,4.841873764,19.36749506
7634,4.783728096,19.13491238
7635,4.667436759,18.66974703
7636,4.631095716,18.52438286
7637,4.573131394,18.29252558
7638,4.515167072,18.06066829
7639,4.486184911,17.94473964
7640,4.45720275,17.828811
7641,4.456565524,17.8262621
7642,4.455928297,17.82371319
7643,4.455609684,17.82243874
7644,4.455291071,17.82116428
7645,4.485494491,17.94197796
7646,4.500596201,18.0023848
7647,4.530799622,18.12319849
7648,4.545901332,18.18360533
7649,4.582740726,18.33096291
7650,4.601160424,18.40464169
7651,4.637999818,18.55199927
7652,4.656419515,18.62567806
7653,4.66847044,18.67388176
7654,4.674495903,18.69798361
7655,4.686546827,18.74618731
7656,5.099152109,20.39660844
7657,5.050010454,20.20004181
7658,5.025462605,20.10185042
7659,4.976366909,19.90546764
7660,4.951819061,19.80727624
7661,4.887310744,19.54924298
7662,4.855056586,19.42022634
7663,4.790548269,19.16219308
7664,4.758294111,19.03317644
7665,4.767645684,19.07058273
7666,4.77232147,19.08928588
7667,4.781673043,19.12669217
7668,4.786348829,19.14539532
7669,1.795700402,7.182801609
7670,1.800376189,7.201504755
7671,1.809727762,7.238911046
7672,1.814403548,7.257614192
7673,1.823755121,7.295020483
7674,1.828430907,7.313723629
7675,1.83778248,7.35112992
7676,1.842458267,7.369833066
7677,1.849471946,7.397887785
7678,1.849591442,7.398365767
7679,1.849710937,7.398843749
7680,1.849770685,7.39908274
7681,1.849830433,7.39932173
7682,1.838316681,7.353266726
7683,1.832559806,7.330239224
7684,1.821046055,7.284184219
7685,1.815289179,7.261156717
7686,1.800523872,7.202095489
7687,1.785758566,7.143034262
7688,1.778375912,7.113503649
7689,1.770993259,7.083973035
7690,1.763422405,7.053689621
7691,1.755851552,7.023406206
7692,1.752066125,7.008264499
7693,1.748280698,6.993122792
7694,1.756662354,7.026649415
7695,1.760853182,7.043412727
7696,1.769234837,7.07693935
7697,1.773425665,7.093702661
7698,1.837665027,7.350660109
7699,1.869761729,7.479046915
7700,1.933955132,7.735820526
7701,1.966051833,7.864207332
7702,2.093982681,8.375930723
7703,2.157948104,8.631792418
7704,1.879299133,7.517196531
7705,4.943264557,19.77305823
7706,5.057718629,20.23087452
7707,5.114945666,20.45978266
7708,5.229399739,20.91759895
7709,5.286626775,21.1465071
7710,5.371361948,21.48544779
7711,5.456097122,21.82438849
7712,5.498464709,21.99385883
7713,5.574797924,22.2991917
7714,5.569957358,22.27982943
7715,5.560276225,22.2411049
7716,5.555435659,22.22174263
7717,5.523745376,22.0949815
7718,5.466415519,21.86566208
7719,5.43775059,21.75100236
7720,5.380420733,21.52168293
7721,5.366303182,21.46521273
7722,5.338068079,21.35227232
7723,5.323950528,21.29580211
7724,5.295715425,21.1828617
7725,5.273903767,21.09561507
7726,5.230280451,20.92112181
7727,5.208468793,20.83387517
7728,5.173024849,20.6920994
7729,4.841873764,19.36749506
7730,4.783728096,19.13491238
7731,4.667436759,18.66974703
7732,4.631095716,18.52438286
7733,4.573131394,18.29252558
7734,4.515167072,18.06066829
7735,4.486184911,17.94473964
7736,4.45720275,17.828811
7737,4.456565524,17.8262621
7738,4.455928297,17.82371319
7739,4.455609684,17.82243874
7740,4.455291071,17.82116428
7741,4.485494491,17.94197796
7742,4.500596201,18.0023848
7743,4.530799622,18.12319849
7744,4.545901332,18.18360533
7745,4.582740726,18.33096291
7746,4.601160424,18.40464169
7747,4.637999818,18.55199927
7748,4.656419515,18.62567806
7749,4.66847044,18.67388176
7750,4.674495903,18.69798361
7751,4.686546827,18.74618731
7752,4.69257229,18.77028916
7753,5.050010454,20.20004181
7754,5.025462605,20.10185042
7755,4.976366909,19.90546764
7756,4.951819061,19.80727624
7757,4.887310744,19.54924298
7758,4.855056586,19.42022634
7759,4.790548269,19.16219308
7760,4.758294111,19.03317644
7761,4.767645684,19.07058273
7762,4.77232147,19.08928588
7763,4.781673043,19.12669217
7764,4.786348829,19.14539532
7765,1.795700402,7.182801609
7766,1.800376189,7.201504755
7767,1.809727762,7.238911046
7768,1.814403548,7.257614192
7769,1.823755121,7.295020483
7770,1.828430907,7.313723629
7771,1.83778248,7.35112992
7772,1.842458267,7.369833066
7773,1.849471946,7.397887785
7774,1.849591442,7.398365767
7775,1.849710937,7.398843749
7776,1.849770685,7.39908274
7777,1.849830433,7.39932173
7778,1.838316681,7.353266726
7779,1.832559806,7.330239224
7780,1.821046055,7.284184219
7781,1.815289179,7.261156717
7782,1.800523872,7.202095489
7783,1.785758566,7.143034262
7784,1.778375912,7.113503649
7785,1.770993259,7.083973035
7786,1.763422405,7.053689621
7787,1.755851552,7.023406206
7788,1.752066125,7.008264499
7789,1.748280698,6.993122792
7790,1.756662354,7.026649415
7791,1.760853182,7.043412727
7792,1.769234837,7.07693935
7793,1.773425665,7.093702661
7794,1.837665027,7.350660109
7795,1.869761729,7.479046915
7796,1.933955132,7.735820526
7797,1.966051833,7.864207332
7798,2.093982681,8.375930723
7799,2.157948104,8.631792418
7800,1.879299133,7.517196531
7801,4.943264557,19.77305823
7802,5.057718629,20.23087452
7803,5.114945666,20.45978266
7804,5.229399739,20.91759895
7805,5.286626775,21.1465071
7806,5.371361948,21.48544779
7807,5.456097122,21.82438849
7808,5.498464709,21.99385883
7809,5.574797924,22.2991917
7810,5.569957358,22.27982943
7811,5.560276225,22.2411049
7812,5.555435659,22.22174263
7813,5.523745376,22.0949815
7814,5.466415519,21.86566208
7815,5.43775059,21.75100236
7816,5.380420733,21.52168293
7817,5.366303182,21.46521273
7818,5.338068079,21.35227232
7819,5.323950528,21.29580211
7820,5.295715425,21.1828617
7821,5.273903767,21.09561507
7822,5.230280451,20.92112181
7823,5.208468793,20.83387517
7824,5.173024849,20.6920994
7825,4.841873764,19.36749506
7826,4.783728096,19.13491238
7827,4.667436759,18.66974703
7828,4.631095716,18.52438286
7829,4.573131394,18.29252558
7830,4.515167072,18.06066829
7831,4.486184911,17.94473964
7832,4.45720275,17.828811
7833,4.456565524,17.8262621
7834,4.455928297,17.82371319
7835,4.455609684,17.82243874
7836,4.455291071,17.82116428
7837,4.485494491,17.94197796
7838,4.500596201,18.0023848
7839,4.530799622,18.12319849
7840,4.545901332,18.18360533
7841,4.582740726,18.33096291
7842,4.601160424,18.40464169
7843,4.637999818,18.55199927
7844,4.656419515,18.62567806
7845,4.66847044,18.67388176
7846,4.674495903,18.69798361
7847,4.686546827,18.74618731
7848,4.69257229,18.77028916
7849,5.050010454,20.20004181
7850,5.025462605,20.10185042
7851,4.976366909,19.90546764
7852,4.951819061,19.80727624
7853,4.887310744,19.54924298
7854,4.855056586,19.42022634
7855,4.790548269,19.16219308
7856,4.758294111,19.03317644
7857,4.767645684,19.07058273
7858,4.77232147,19.08928588
7859,4.781673043,19.12669217
7860,4.786348829,19.14539532
7861,1.795700402,7.182801609
7862,1.800376189,7.201504755
7863,1.809727762,7.238911046
7864,1.814403548,7.257614192
7865,1.823755121,7.295020483
7866,1.828430907,7.313723629
7867,1.83778248,7.35112992
7868,1.842458267,7.369833066
7869,1.849471946,7.397887785
7870,1.849591442,7.398365767
7871,1.849710937,7.398843749
7872,1.849770685,7.39908274
7873,1.971927955,7.887711822
7874,1.971477956,7.885911825
7875,1.977534043,7.910136172
7876,1.898806231,7.595224923
7877,1.857444402,7.429777608
7878,1.855448054,7.421792218
7879,1.853166515,7.412666058
7880,1.851265231,7.405060925
7881,1.977576889,7.910307556
7882,1.977583505,7.91033402
7883,1.977591066,7.910364264
7884,1.968895942,7.875583766
7885,1.968885471,7.875541885
7886,1.960118221,7.840472884
7887,1.968845554,7.875382216
7888,1.880737685,7.522950738
7889,1.846062237,7.384248949
7890,1.846641702,7.386566807
7891,1.847366032,7.389464129
7892,1.934322145,7.737288579
7893,1.977661636,7.910646544
7894,1.977667937,7.910671747
7895,1.977675813,7.910703252
7896,1.571102295,6.284409178
7897,4.571110171,18.28444068
7898,4.571116472,18.28446589
7899,4.571124348,18.28449739
7900,4.571130649,18.28452259
7901,4.349987861,17.39995144
7902,4.360204632,17.44081853
7903,4.336485285,17.34594114
7904,4.347667539,17.39067016
7905,4.322982709,17.29193084
7906,4.335130445,17.34052178
7907,4.571181371,18.28472548
7908,4.571187987,18.28475195
7909,4.571195548,18.28478219
7910,4.551014727,18.20405891
7911,4.571209725,18.2848389
7912,4.571216341,18.28486536
7913,4.571223902,18.28489561
7914,4.551346012,18.20538405
7915,4.571238079,18.28495231
7916,4.571244695,18.28497878
7917,4.571252256,18.28500902
7918,4.54910236,18.19640944
7919,4.571266433,18.28506573
7920,4.571273049,18.28509219
7921,4.57128061,18.28512244
7922,4.554554505,18.21821802
7923,4.571294787,18.28517915
7924,4.571301403,18.28520561
7925,4.571308964,18.28523585
7926,4.555668195,18.22267278
7927,4.571323141,18.28529256
7928,4.571329757,18.28531903
7929,4.571337318,18.28534927
7930,4.571343934,18.28537573
7931,4.571351495,18.28540598
7932,4.571358111,18.28543244
7933,4.571365672,18.28546269
7934,4.571372288,18.28548915
7935,4.571379849,18.2855194
7936,4.557561175,18.2302447
7937,4.557543326,18.2301733
7938,4.543623013,18.17449205
7939,4.557481274,18.2299251
7940,4.543484732,18.17393893
7941,4.55737008,18.22948032
7942,4.543100741,18.17240296
7943,4.557160602,18.22864241
7944,4.542667607,18.17067043
7945,4.963814113,19.85525645
7946,4.964029033,19.85611613
7947,4.978044415,19.91217766
7948,4.978050716,19.91220286
7949,4.978058592,19.91223437
7950,4.978064893,19.91225957
7951,4.978072769,19.91229108
7952,4.97807907,19.91231628
7953,4.978086946,19.91234778
7954,4.978093247,19.91237299
7955,4.978101123,19.91240449
7956,4.978107424,19.9124297
7957,1.9781153,7.9124612
7958,1.978121601,7.912486404
7959,1.978129477,7.912517908
7960,1.978135778,7.912543112
7961,1.978143654,7.912574616
7962,1.978149955,7.91259982
7963,1.978157831,7.912631324
7964,1.978164132,7.912656528
7965,1.960902086,7.843608343
7966,1.943638464,7.774553857
7967,1.922058937,7.68823575
7968,1.903932135,7.615728539
7969,1.664971086,6.659884342
7970,1.66685074,6.66740296
7971,1.651189563,6.604758254
7972,1.867284917,7.469139668
7973,1.995684132,7.982736528
7974,2.016183808,8.064735231
7975,2.039612009,8.158448034
7976,2.059135509,8.236542037
7977,1.655218906,6.620875626
7978,1.655841084,6.623364338
7979,1.656552145,6.62620858
7980,1.684078045,6.736312182
7981,1.682491668,6.729966674
7982,1.700827819,6.803311275
7983,1.676932594,6.707730377
7984,1.806714954,7.226859814
7985,1.863338315,7.45335326
7986,1.869516078,7.478064311
7987,1.877238281,7.508953125
7988,1.73517316,6.940692642
7989,1.66318871,6.652754839
7990,1.66378126,6.655125041
7991,1.664521948,6.658087793
7992,1.258534679,5.034138718
7993,4.259275367,17.03710147
7994,4.259867918,17.03947167
7995,4.260608606,17.04243442
7996,4.261201156,17.04480463
7997,4.434399008,17.73759603
7998,4.428540155,17.71416062
7999,4.449928855,17.79971542
8000,4.443055959,17.77222384
8001,4.461337027,17.84534811
8002,4.449979203,17.79991681
8003,4.265971187,17.06388475
8004,4.281177965,17.12471186
8005,4.267304426,17.0692177
8006,4.267926604,17.07170642
8007,4.268637664,17.07455066
8008,4.269259842,17.07703937
8009,4.269970903,17.07988361
8010,4.270593081,17.08237232
8011,4.271304141,17.08521657
8012,4.271926319,17.08770528
8013,4.27263738,17.09054952
8014,4.273259558,17.09303823
8015,4.273970618,17.09588247
8016,4.274592796,17.09837118
8017,4.275303857,17.10121543
8018,4.275926035,17.10370414
8019,4.276637095,17.10654838
8020,4.277259273,17.10903709
8021,4.277970334,17.11188133
8022,4.278592512,17.11437005
8023,4.279303572,17.11721429
8024,4.27992575,17.119703
8025,4.280636811,17.12254724
8026,4.281258989,17.12503595
8027,4.281970049,17.1278802
8028,4.282592227,17.13036891
8029,4.283303288,17.13321315
8030,4.283925466,17.13570186
8031,4.284636526,17.1385461
8032,4.285258704,17.14103482
8033,4.285969765,17.14387906
8034,4.286591943,17.14636777
8035,4.287303003,17.14921201
8036,4.287895554,17.15158221
8037,4.285979749,17.143919
8038,4.283945435,17.13578174
8039,4.281402542,17.12561017
8040,4.279368228,17.11747291
8041,4.686922633,18.74769053
8042,4.688405797,18.75362319
8043,4.690259752,18.76103901
8044,4.691742916,18.76697167
8045,4.684548706,18.73819482
8046,4.676983704,18.70793482
8047,4.667527452,18.67010981
8048,4.65996245,18.6398498
8049,4.658522286,18.63408915
8050,4.658973373,18.63589349
8051,4.659537232,18.63814893
8052,4.659988319,18.63995327
8053,1.661591237,6.646364947
8054,1.663081383,6.652325532
8055,1.664944066,6.659776265
8056,1.666434213,6.66573685
8057,1.682620545,6.730482179
8058,1.69843434,6.793737361
8059,1.718201585,6.872806338
8060,1.73401538,6.93606152
8061,1.764348783,7.057395134
8062,1.790728738,7.162914952
8063,1.823703681,7.294814724
8064,1.851402633,7.405610533
8065,1.849830433,7.39932173
8066,1.838316681,7.353266726
8067,1.832559806,7.330239224
8068,1.821046055,7.284184219
8069,1.815289179,7.261156717
8070,1.800523872,7.202095489
8071,1.785758566,7.143034262
8072,1.778375912,7.113503649
8073,1.770993259,7.083973035
8074,1.763422405,7.053689621
8075,1.755851552,7.023406206
8076,1.752066125,7.008264499
8077,1.748280698,6.993122792
8078,1.756662354,7.026649415
8079,1.760853182,7.043412727
8080,1.769234837,7.07693935
8081,1.773425665,7.093702661
8082,1.837665027,7.350660109
8083,1.869761729,7.479046915
8084,1.933955132,7.735820526
8085,1.966051833,7.864207332
8086,2.093982681,8.375930723
8087,2.157948104,8.631792418
8088,1.879299133,7.517196531
8089,4.943264557,19.77305823
8090,5.057718629,20.23087452
8091,5.114945666,20.45978266
8092,5.229399739,20.91759895
8093,5.286626775,21.1465071
8094,5.371361948,21.48544779
8095,5.456097122,21.82438849
8096,5.498464709,21.99385883
8097,5.574797924,22.2991917
8098,5.569957358,22.27982943
8099,5.560276225,22.2411049
8100,5.555435659,22.22174263
8101,5.523745376,22.0949815
8102,5.466415519,21.86566208
8103,5.43775059,21.75100236
8104,5.380420733,21.52168293
8105,5.366303182,21.46521273
8106,5.338068079,21.35227232
8107,5.323950528,21.29580211
8108,5.295715425,21.1828617
8109,5.273903767,21.09561507
8110,5.230280451,20.92112181
8111,5.208468793,20.83387517
8112,5.173024849,20.6920994
8113,4.841873764,19.36749506
8114,4.783728096,19.13491238
8115,4.667436759,18.66974703
8116,4.631095716,18.52438286
8117,4.573131394,18.29252558
8118,4.515167072,18.06066829
8119,4.486184911,17.94473964
8120,4.45720275,17.828811
8121,4.456565524,17.8262621
8122,4.455928297,17.82371319
8123,4.455609684,17.82243874
8124,4.455291071,17.82116428
8125,4.485494491,17.94197796
8126,4.500596201,18.0023848
8127,4.530799622,18.12319849
8128,4.545901332,18.18360533
8129,4.582740726,18.33096291
8130,4.601160424,18.40464169
8131,4.637999818,18.55199927
8132,4.656419515,18.62567806
8133,4.66847044,18.67388176
8134,4.674495903,18.69798361
8135,4.686546827,18.74618731
8136,4.69257229,18.77028916
8137,5.050010454,20.20004181
8138,5.025462605,20.10185042
8139,4.976366909,19.90546764
8140,4.951819061,19.80727624
8141,4.887310744,19.54924298
8142,4.855056586,19.42022634
8143,4.790548269,19.16219308
8144,4.758294111,19.03317644
8145,4.767645684,19.07058273
8146,4.77232147,19.08928588
8147,4.781673043,19.12669217
8148,4.786348829,19.14539532
8149,1.795700402,7.182801609
8150,1.800376189,7.201504755
8151,1.809727762,7.238911046
8152,1.814403548,7.257614192
8153,1.823755121,7.295020483
8154,1.828430907,7.313723629
8155,1.83778248,7.35112992
8156,1.842458267,7.369833066
8157,1.849471946,7.397887785
8158,1.849591442,7.398365767
8159,1.849710937,7.398843749
8160,1.849770685,7.39908274
8161,1.849830433,7.39932173
8162,1.838316681,7.353266726
8163,1.832559806,7.330239224
8164,1.821046055,7.284184219
8165,1.815289179,7.261156717
8166,1.800523872,7.202095489
8167,1.785758566,7.143034262
8168,1.778375912,7.113503649
8169,1.770993259,7.083973035
8170,1.763422405,7.053689621
8171,1.755851552,7.023406206
8172,1.752066125,7.008264499
8173,1.748280698,6.993122792
8174,1.756662354,7.026649415
8175,1.760853182,7.043412727
8176,1.769234837,7.07693935
8177,1.773425665,7.093702661
8178,1.837665027,7.350660109
8179,1.869761729,7.479046915
8180,1.933955132,7.735820526
8181,1.966051833,7.864207332
8182,2.093982681,8.375930723
8183,2.157948104,8.631792418
8184,1.879299133,7.517196531
8185,4.943264557,19.77305823
8186,5.057718629,20.23087452
8187,5.114945666,20.45978266
8188,5.229399739,20.91759895
8189,5.286626775,21.1465071
8190,5.371361948,21.48544779
8191,5.456097122,21.82438849
8192,5.498464709,21.99385883
8193,5.574797924,22.2991917
8194,5.569957358,22.27982943
8195,5.560276225,22.2411049
8196,5.555435659,22.22174263
8197,5.523745376,22.0949815
8198,5.466415519,21.86566208
8199,5.43775059,21.75100236
8200,5.380420733,21.52168293
8201,5.366303182,21.46521273
8202,5.338068079,21.35227232
8203,5.323950528,21.29580211
8204,5.295715425,21.1828617
8205,5.273903767,21.09561507
8206,5.230280451,20.92112181
8207,5.208468793,20.83387517
8208,5.173024849,20.6920994
8209,4.841873764,19.36749506
8210,4.783728096,19.13491238
8211,4.667436759,18.66974703
8212,4.631095716,18.52438286
8213,4.573131394,18.29252558
8214,4.515167072,18.06066829
8215,4.486184911,17.94473964
8216,4.45720275,17.828811
8217,4.456565524,17.8262621
8218,4.455928297,17.82371319
8219,4.455609684,17.82243874
8220,4.455291071,17.82116428
8221,4.485494491,17.94197796
8222,4.500596201,18.0023848
8223,4.530799622,18.12319849
8224,4.545901332,18.18360533
8225,4.582740726,18.33096291
8226,4.601160424,18.40464169
8227,4.637999818,18.55199927
8228,4.656419515,18.62567806
8229,4.66847044,18.67388176
8230,4.674495903,18.69798361
8231,4.686546827,18.74618731
8232,4.69257229,18.77028916
8233,5.050010454,20.20004181
8234,5.025462605,20.10185042
8235,4.976366909,19.90546764
8236,4.951819061,19.80727624
8237,4.887310744,19.54924298
8238,4.855056586,19.42022634
8239,4.790548269,19.16219308
8240,4.758294111,19.03317644
8241,4.767645684,19.07058273
8242,4.77232147,19.08928588
8243,4.781673043,19.12669217
8244,4.786348829,19.14539532
8245,1.795700402,7.182801609
8246,1.800376189,7.201504755
8247,1.809727762,7.238911046
8248,1.814403548,7.257614192
8249,1.823755121,7.295020483
8250,1.828430907,7.313723629
8251,1.83778248,7.35112992
8252,1.842458267,7.369833066
8253,1.849471946,7.397887785
8254,1.849591442,7.398365767
8255,1.849710937,7.398843749
8256,1.849770685,7.39908274
8257,1.849830433,7.39932173
8258,1.838316681,7.353266726
8259,1.832559806,7.330239224
8260,1.821046055,7.284184219
8261,1.815289179,7.261156717
8262,1.800523872,7.202095489
8263,1.785758566,7.143034262
8264,1.778375912,7.113503649
8265,1.770993259,7.083973035
8266,1.763422405,7.053689621
8267,1.755851552,7.023406206
8268,1.752066125,7.008264499
8269,1.748280698,6.993122792
8270,1.756662354,7.026649415
8271,1.760853182,7.043412727
8272,1.769234837,7.07693935
8273,1.773425665,7.093702661
8274,1.837665027,7.350660109
8275,1.869761729,7.479046915
8276,1.933955132,7.735820526
8277,1.966051833,7.864207332
8278,2.093982681,8.375930723
8279,2.157948104,8.631792418
8280,1.879299133,7.517196531
8281,4.943264557,19.77305823
8282,5.057718629,20.23087452
8283,5.114945666,20.45978266
8284,5.229399739,20.91759895
8285,5.286626775,21.1465071
8286,5.371361948,21.48544779
8287,5.456097122,21.82438849
8288,5.498464709,21.99385883
8289,5.574797924,22.2991917
8290,5.569957358,22.27982943
8291,5.560276225,22.2411049
8292,5.555435659,22.22174263
8293,5.523745376,22.0949815
8294,5.466415519,21.86566208
8295,5.43775059,21.75100236
